Scenario;Year;Farm;Parcel;Crop;Yield (ton/ha);Area (ha);Revenue (€/ha);Variable cost (€/ha);Energy (MjKgDM/ha);Protein (kg N/ha);PDIN (kg N/ha);Protein (N/ton/ha);Nitrogen (kg/ha);Phosphorus (kg/ha);Potassium (kg/ha);Dose of active ingredient(L/ha)
Coexistence scenario;2009;AF5;8025_00;Hay;5;1.04;393.527245916752;43.9;90.4190711733333;416;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;8026_00;WheatW;7.43;5.29;989.324145916752;272.18;137.4050704;6406.6661;802.44;1211.09;190.8355376;28.917;14.4585;12.27482
Coexistence scenario;2009;AF5;8027_00;Flax;3.99;4.71;1046.08874591675;193.16;107.677332;4247.1954;578.55;901.74;46.396026;24.528;12.264;3.53938
Coexistence scenario;2009;AF5;8028_00;WheatW;7.5;3.26;996.452245916752;272.18;138.6996;3985.35;810;1222.5;149.33959;38.83439;19.417195;17.4346
Coexistence scenario;2009;AF5;8029_00;WheatW;7.5;7.22;996.452245916752;272.18;138.6996;8826.45;810;1222.5;190.8355376;28.917;14.4585;12.27482
Coexistence scenario;2009;AF5;8030_00;Fodder;7;3.96;337.68;43.9;133.40684;3326.4;738.5;840;0;0;0;NA
Coexistence scenario;2009;AF5;8030_00;Hemp;3.91;3.96;3657.83207477344;114.14;78.1981232;3483.81;NA;879.75;86.7202688;49.14;24.57;2.6564
Coexistence scenario;2009;AF5;8032_00;WheatW;7.5;7.12;996.452245916752;272.18;138.6996;8704.2;810;1222.5;190.8355376;28.917;14.4585;12.27482
Coexistence scenario;2009;AF5;8033_00;Hay;5;1.37;393.527245916752;43.9;90.4190711733334;548;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;8034_00;Hay;5;2.53;393.527245916752;43.9;90.4190711733333;1012;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;804_00;Hay;5;0.31;393.527245916752;43.9;90.4190711733334;124;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;804_01;Hay;5;2.07;393.527245916752;43.9;90.4190711733333;828;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;806_00;Hay;5;6.17;393.527245916752;43.9;90.4190711733333;2468;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;807_00;WheatW;7.43;3.02;989.324145916752;272.18;137.4050704;3657.4918;802.44;1211.09;190.8355376;28.917;14.4585;12.27482
Coexistence scenario;2009;AF5;808_00;Hay;5;2.21;393.527245916752;43.9;90.4190711733334;884;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;808_01;Hay;5;1.2;393.527245916752;43.9;90.4190711733334;480;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;809_00;Hay;5;0.05;393.527245916752;43.9;90.4190711733333;20;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;809_01;Hay;5;0.41;393.527245916752;43.9;90.4190711733333;164;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;809_02;Hay;5;0.76;393.527245916752;43.9;90.4190711733333;304;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;8094_00;Hay;5;0.05;393.527245916752;43.9;90.4190711733333;20;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;8095_00;Hay;5;0.21;393.527245916752;43.9;90.4190711733334;84;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;8096_00;Hay;5;0.73;393.527245916752;43.9;90.4190711733334;292;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;8098_00;Hay;5;0.09;393.527245916752;43.9;90.4190711733334;36;395;400;0;0;0;NA
Coexistence scenario;2009;AF5;8099_00;Hay;5;0.49;393.527245916752;43.9;90.4190711733334;196;395;400;0;0;0;NA
Coexistence scenario;2009;LF1;301_00;Hay;5;20.63;393.527245916752;43.9;90.4190711733333;8252;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3010_00;Hay;5;2.06;393.527245916752;43.9;90.4190711733334;824;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3011_00;WheatW;6.84;3.16;929.244445916752;272.18;126.4940352;3523.1472;738.72;1114.92;129.200662666667;2.3;8;4.02173333333333
Coexistence scenario;2009;LF1;3012_00;WheatW;6.84;7.87;929.244445916752;272.18;126.4940352;8774.4204;738.72;1114.92;129.200662666667;2.3;8;4.02173333333333
Coexistence scenario;2009;LF1;3013_00;Fodder;4.99;4.42;240.7176;43.9;95.1000188;2646.696;526.445;598.8;98.8942369677419;14.5719258064516;48.0106387096774;NA
Coexistence scenario;2009;LF1;3013_00;sMaize;14.92;4.42;1385.7497967334;245.84;276.01999259968;5539.4976;775.84;1253.28;101.18983742;93.8160956;327.193376;1.3528
Coexistence scenario;2009;LF1;3014_00;Hay;5;4.72;393.527245916752;43.9;90.4190711733334;1888;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3015_00;Hay;5;2;393.527245916752;43.9;90.4190711733334;800;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3016_00;Hay;5;3.97;393.527245916752;43.9;90.4190711733334;1588;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3017_00;Hay;5;0.94;393.527245916752;43.9;90.4190711733333;376;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3019_00;Hay;5;3.62;393.527245916752;43.9;90.4190711733334;1448;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;302_00;Fodder;5;4.74;241.2;43.9;95.2906;2844;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Coexistence scenario;2009;LF1;302_00;sMaize;16.33;4.74;1499.1137967334;245.84;302.10499190032;6501.9528;849.16;1371.72;101.18983742;93.8160956;327.193376;1.3528
Coexistence scenario;2009;LF1;3022_00;Hay;5;2.92;393.527245916752;43.9;90.4190711733334;1168;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3023_00;BarleyW;6.66;8.43;959.999245916752;263.4;122.0506272;6288.1056;512.82;745.92;113.079997142857;0;0;4.14242857142857
Coexistence scenario;2009;LF1;3024_00;BarleyW;6.66;1.9;959.999245916752;263.4;122.0506272;1417.248;512.82;745.92;113.079997142857;0;0;4.14242857142857
Coexistence scenario;2009;LF1;3025_00;WheatW;6.72;2.72;917.024845916752;272.18;124.2748416;2979.3792;725.76;1095.36;129.200662666667;2.3;8;4.02173333333333
Coexistence scenario;2009;LF1;3026_00;Hay;5;0.67;393.527245916752;43.9;90.4190711733333;268;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3027_00;WheatW;6.72;6.97;917.024845916752;272.18;124.2748416;7634.6592;725.76;1095.36;129.200662666667;2.3;8;4.02173333333333
Coexistence scenario;2009;LF1;3028_00;WheatW;6.72;3.01;917.024845916752;272.18;124.2748416;3297.0336;725.76;1095.36;129.200662666667;2.3;8;4.02173333333333
Coexistence scenario;2009;LF1;3029_00;WheatW;6.72;5.47;917.024845916752;272.18;124.2748416;5991.6192;725.76;1095.36;129.200662666667;2.3;8;4.02173333333333
Coexistence scenario;2009;LF1;303_00;Hay;5;2.63;393.527245916752;43.9;90.4190711733333;1052;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3030_00;BarleyW;6.66;5.1;959.999245916752;263.4;122.0506272;3804.192;512.82;745.92;113.079997142857;0;0;4.14242857142857
Coexistence scenario;2009;LF1;3031_00;BarleyW;6.66;4.15;959.999245916752;263.4;122.0506272;3095.568;512.82;745.92;113.079997142857;0;0;4.14242857142857
Coexistence scenario;2009;LF1;3032_00;Hay;5;4.67;393.527245916752;43.9;90.4190711733334;1868;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3034_00;Hay;5;0.8;393.527245916752;43.9;90.4190711733333;320;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3037_00;Hay;5;3.65;393.527245916752;43.9;90.4190711733333;1460;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3039_00;Hay;5;1.42;393.527245916752;43.9;90.4190711733334;568;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3040_00;Fodder;4.99;0.67;240.7176;43.9;95.1000188;401.196;526.445;598.8;98.8942369677419;14.5719258064516;48.0106387096774;NA
Coexistence scenario;2009;LF1;3040_00;sMaize;14.55;0.67;1356.0017967334;245.84;269.1749927832;818.874;756.6;1222.2;101.18983742;93.8160956;327.193376;1.3528
Coexistence scenario;2009;LF1;3041_00;Fodder;4.99;5.23;240.7176;43.9;95.1000188;3131.724;526.445;598.8;98.8942369677419;14.5719258064516;48.0106387096774;NA
Coexistence scenario;2009;LF1;3041_00;sMaize;14.55;5.23;1356.0017967334;245.84;269.1749927832;6392.106;756.6;1222.2;101.18983742;93.8160956;327.193376;1.3528
Coexistence scenario;2009;LF1;3042_00;Hay;5;2.47;393.527245916752;43.9;90.4190711733334;988;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3043_00;Hay;5;3.34;393.527245916752;43.9;90.4190711733334;1336;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3044_00;Hay;5;0.28;393.527245916752;43.9;90.4190711733334;112;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;3045_00;Hay;5;1.46;393.527245916752;43.9;90.4190711733334;584;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Coexistence scenario;2009;LF1;307_00;Hay;5;1.94;473.927245916752;43.9;90.4190711733333;776;395;400;0;0;0;NA
Coexistence scenario;2009;LF1;309_00;Fodder;4.99;5.79;240.7176;43.9;95.1000188;3467.052;526.445;598.8;98.8942369677419;14.5719258064516;48.0106387096774;NA
Coexistence scenario;2009;LF1;309_00;sMaize;14.92;5.79;1385.7497967334;245.84;276.01999259968;7256.4912;775.84;1253.28;101.18983742;93.8160956;327.193376;1.3528
Coexistence scenario;2009;LF2;401_00;WheatW;7.5;1.41;996.452245916752;272.18;138.6996;1723.725;810;1222.5;153.869240230769;0;0;3.86684615384615
Coexistence scenario;2009;LF2;4010_00;Hay;5;1.68;393.527245916752;43.9;90.4190711733334;672;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4011_00;Fodder;7.5;4.62;361.8;43.9;142.9359;4158;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4011_00;sMaize;9.02;4.62;911.389796733402;245.84;166.86999552608;3500.4816;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;4012_00;Fodder;7.5;1.38;361.8;43.9;142.9359;1242;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4012_00;sMaize;9.02;1.38;911.389796733402;245.84;166.86999552608;1045.5984;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;4012_01;Fodder;7.5;1.29;361.8;43.9;142.9359;1161;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4012_01;sMaize;9.02;1.29;911.389796733402;245.84;166.86999552608;977.4072;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;4013_00;Hay;5;8.58;393.527245916752;43.9;90.4190711733333;3432;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4013_01;Hay;5;0.5;393.527245916752;43.9;90.4190711733334;200;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4014_00;Fodder;7.5;5.27;361.8;43.9;142.9359;4743;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4014_00;sMaize;9.02;5.27;911.389796733402;245.84;166.86999552608;3992.9736;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;4015_00;Tritic;7.5;0.67;1192.59224591675;263.4;135.5616;577.875;562.5;862.5;99.92500675;0;0;3.136375
Coexistence scenario;2009;LF2;4016_00;Tritic;7.5;1.06;1192.59224591675;263.4;135.5616;914.25;562.5;862.5;99.92500675;0;0;3.136375
Coexistence scenario;2009;LF2;4018_00;Hay;5;1.87;393.527245916752;43.9;90.4190711733334;748;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4019_00;Mix_CerG;7.5;2.2;1943.56814428345;43.9;135.5616;1947;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Coexistence scenario;2009;LF2;402_00;WheatW;7.5;2.3;996.452245916752;272.18;138.6996;2811.75;810;1222.5;153.869240230769;0;0;3.86684615384615
Coexistence scenario;2009;LF2;4020_00;Hay;5;0.33;393.527245916752;43.9;90.4190711733334;132;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4021_00;Hay;5;0.84;393.527245916752;43.9;90.4190711733334;336;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4022_00;Hay;5;0.53;393.527245916752;43.9;90.4190711733334;212;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4025_00;Fodder;7.5;5.25;361.8;43.9;142.9359;4725;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4025_00;sMaize;9.02;5.25;911.389796733402;245.84;166.86999552608;3977.82;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;4026_00;Fodder;7.5;1.27;361.8;43.9;142.9359;1143;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4026_00;sMaize;9.02;1.27;911.389796733402;245.84;166.86999552608;962.2536;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;4027_00;Hay;5;0.61;393.527245916752;43.9;90.4190711733333;244;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4028_00;Hay;5;0.85;393.527245916752;43.9;90.4190711733333;340;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4031_00;Hay;5;1.51;393.527245916752;43.9;90.4190711733333;604;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4032_00;WheatW;7.5;5.07;996.452245916752;272.18;138.6996;6198.075;810;1222.5;153.869240230769;0;0;3.86684615384615
Coexistence scenario;2009;LF2;4033_00;Hay;5;0.54;393.527245916752;43.9;90.4190711733334;216;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4034_00;Lucern;4;2.64;606.792683303473;43.9;73.97312;1890.24;468;716;25.5;25;67.5;0
Coexistence scenario;2009;LF2;4035_00;Fodder;7.5;1.61;361.8;43.9;142.9359;1449;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4035_00;sMaize;9.02;1.61;911.389796733402;245.84;166.86999552608;1219.8648;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;4036_00;Fodder;7.5;1.32;361.8;43.9;142.9359;1188;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4036_00;sMaize;9.02;1.32;911.389796733402;245.84;166.86999552608;1000.1376;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;4037_00;Fodder;7.5;2.43;361.8;43.9;142.9359;2187;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;4037_00;gMaize;3.63;2.43;637.508545916752;245.84;67.586244;785.0601;250.47;323.07;0;0;0;2.1
Coexistence scenario;2009;LF2;4038_00;Hay;5;3.1;393.527245916752;43.9;90.4190711733334;1240;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4039_00;Hay;5;0.64;393.527245916752;43.9;90.4190711733333;256;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;404_00;WheatW;7.5;4.83;996.452245916752;272.18;138.6996;5904.675;810;1222.5;153.869240230769;0;0;3.86684615384615
Coexistence scenario;2009;LF2;405_00;WheatW;7.5;2.03;996.452245916752;272.18;138.6996;2481.675;810;1222.5;153.869240230769;0;0;3.86684615384615
Coexistence scenario;2009;LF2;4050_00;Hay;5;0.56;393.527245916752;43.9;90.4190711733334;224;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;4051_00;Hay;5;0.11;393.527245916752;43.9;90.4190711733333;44;395;400;14.80766;142.78815;79.32675;NA
Coexistence scenario;2009;LF2;406_00;Fodder;7.5;3.99;361.8;43.9;142.9359;3591;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;406_00;sMaize;9.02;3.99;911.389796733402;245.84;166.86999552608;3023.1432;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;407_00;Fodder;7.5;9.46;361.8;43.9;142.9359;8514;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;407_00;sMaize;9.02;9.46;911.389796733402;245.84;166.86999552608;7167.6528;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;408_00;Fodder;7.5;5.94;361.8;43.9;142.9359;5346;791.25;900;0;0;0;NA
Coexistence scenario;2009;LF2;408_00;sMaize;9.02;5.94;911.389796733402;245.84;166.86999552608;4500.6192;469.04;757.68;94.75350625;105.156047916667;139.77975625;2.30341666666667
Coexistence scenario;2009;LF2;409_00;Mix_CerG;7.5;1.37;1943.56814428345;43.9;135.5616;1212.45;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Coexistence scenario;2010;AF1;101_00;Lupin;4;2.18;1446.14428857203;223.437;84.68416;3304.88;948;1516;0;0;0;4.5
Coexistence scenario;2010;AF1;102_00;OSR;5.2;1.51;2189.50180612288;314.7;150.992192;1586.104;660.4;1050.4;67;112.5;90;3.64
Coexistence scenario;2010;AF1;103_00;Lupin;4;5.65;1446.14428857203;223.437;84.68416;8565.4;948;1516;0;0;0;4.4705
Coexistence scenario;2010;AF1;104_00;WheatW;7.43;4.36;1021.13460612287;325.19;137.4050704;5280.3524;802.44;1211.09;141.405153875;7.34375;5.875;3.766125
Coexistence scenario;2010;AF1;104_01;WheatW;7.43;5.7;1021.13460612287;325.19;137.4050704;6903.213;802.44;1211.09;141.405153875;7.34375;5.875;3.766125
Coexistence scenario;2010;AF1;105_00;WheatW;7.43;0.82;1021.13460612287;325.19;137.4050704;993.0938;802.44;1211.09;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Coexistence scenario;2010;AF1;106_00;WheatW;7.43;1.8;1021.13460612287;325.19;137.4050704;2179.962;802.44;1211.09;114.138894;0;0;3.0255
Coexistence scenario;2010;AF1;1060_00;Lupin;4;0.72;1446.14428857203;223.437;84.68416;1091.52;948;1516;0;0;0;4.4705
Coexistence scenario;2010;AF1;1061_00;WheatW;7.43;0.09;1021.13460612287;325.19;137.4050704;108.9981;802.44;1211.09;141.405153875;7.34375;5.875;3.766125
Coexistence scenario;2010;AF1;107_00;WheatW;7.43;2.83;1021.13460612287;325.19;137.4050704;3427.3847;802.44;1211.09;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Coexistence scenario;2010;AF1;108_00;WheatW;7.43;1.69;1021.13460612287;325.19;137.4050704;2046.7421;802.44;1211.09;134.5357455;0;0;3.75
Coexistence scenario;2010;AF1;109_00;WheatW;7.43;15.51;1021.13460612287;325.19;137.4050704;18784.0059;802.44;1211.09;141.405153875;7.34375;5.875;3.766125
Coexistence scenario;2010;AF2;201_00;Hay;5;9.75;405.760206122875;52.45;90.4190711733334;3900;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2010_00;Hay;5;2.53;405.760206122875;52.45;90.4190711733333;1012;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2011_00;WheatW;5.8;2.93;848.224206122875;325.19;107.261024;2770.022;626.4;945.4;163.8442875;49.149375;40.213125;6.154875
Coexistence scenario;2010;AF2;2012_00;OSR;5.16;5.59;2174.45148612287;314.7;149.8307136;5826.5688;655.32;1042.32;158.57836;59.034;53.946;3.9606
Coexistence scenario;2010;AF2;2013_00;OSR;5.16;6.22;2174.45148612287;314.7;149.8307136;6483.2304;655.32;1042.32;158.57836;59.034;53.946;3.9606
Coexistence scenario;2010;AF2;2014_00;OSR;5.2;8.08;2189.50180612288;314.7;150.992192;8487.232;660.4;1050.4;158.57836;59.034;53.946;3.9606
Coexistence scenario;2010;AF2;2015_00;Hay;5;4.79;405.760206122875;52.45;90.4190711733333;1916;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2016_00;Hay;5;4.75;405.760206122875;52.45;90.4190711733333;1900;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2017_00;Hay;5;3.64;405.760206122875;52.45;90.4190711733333;1456;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2018_00;Hay;5;8.16;405.760206122875;52.45;90.4190711733333;3264;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;202_00;Hay;5;2.34;405.760206122875;52.45;90.4190711733334;936;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2020_00;Hay;5;2.28;405.760206122875;52.45;90.4190711733333;912;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2021_00;WheatW;5.8;10.64;848.224206122875;325.19;107.261024;10059.056;626.4;945.4;190.81569592;137.408788;112.425372;4.706
Coexistence scenario;2010;AF2;2022_00;Hay;5;1.54;405.760206122875;52.45;90.4190711733333;616;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2023_00;Hay;5;3.42;405.760206122875;52.45;90.4190711733334;1368;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2025_00;gMaize;2.5;6.6;586.322706122875;293.72;46.547;1468.5;172.5;222.5;156.2895;163.685;129.483;2.7164
Coexistence scenario;2010;AF2;2026_00;Hay;5;2.21;405.760206122875;52.45;90.4190711733334;884;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;203_00;Hay;5;1.51;405.760206122875;52.45;90.4190711733333;604;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;2030_00;Hay;5;5.41;405.760206122875;52.45;90.4190711733333;2164;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;206_00;BarleyW;5.99;6.14;1105.10420612287;314.7;109.7722608;4119.2032;461.23;670.88;122.475;0;0;1.65
Coexistence scenario;2010;AF2;207_00;Hay;5;1.27;405.760206122875;52.45;90.4190711733333;508;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;208_00;Hay;5;2.67;405.760206122875;52.45;90.4190711733334;1068;395;400;0;0;0;NA
Coexistence scenario;2010;AF2;209_00;Hay;5;0.5;405.760206122875;52.45;90.4190711733334;200;395;400;0;0;0;NA
Coexistence scenario;2010;AF3;501_00;BarleyS;6.57;1.93;1189.55220612287;314.7;120.4012944;1420.1712;505.89;735.84;102.811264;0;0;3.614
Coexistence scenario;2010;AF3;501_00;Fodder;7;1.93;362.88;52.45;133.40684;1621.2;738.5;840;0;0;0;NA
Coexistence scenario;2010;AF3;5010_00;WheatW;7.42;0.45;1020.07380612287;325.19;137.2201376;544.257;801.36;1209.46;140.549024703704;5;2.77777777777778;4.68440740740741
Coexistence scenario;2010;AF3;5011_00;Fodder;7;5.88;362.88;52.45;133.40684;4939.2;738.5;840;0;0;0;NA
Coexistence scenario;2010;AF3;5011_00;Gpea;4.72;5.88;1475.46428857202;104.9;86.3008576;6466.5888;693.84;1099.76;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Coexistence scenario;2010;AF3;5011_01;Fodder;7;0.83;362.88;52.45;133.40684;697.2;738.5;840;0;0;0;NA
Coexistence scenario;2010;AF3;5011_01;Gpea;4.72;0.83;1475.46428857202;104.9;86.3008576;912.8008;693.84;1099.76;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
